Transaction ID,Item,Quantity,Price Per Unit,Total Spent,Payment Method,Location,Transaction Date
TXN_8447640,Sanduíche,5.0,4.0,20.0,Dinheiro,Na Loja,2023-06-12
TXN_3042768,Biscoito,3.0,1.0,3.0,Carteira Digital,Para Viagem,2023-09-07
TXN_4664329,Chá,2.0,1.5,3.0,Cartão de Crédito,Para Viagem,2023-01-06
TXN_7442492,Salada,5.0,5.0,25.0,Cartão de Crédito,Para Viagem,2023-07-23
TXN_8664335,Sanduíche,5.0,4.0,20.0,Carteira Digital,Para Viagem,2023-06-12
TXN_7379007,Bolo,2.0,3.0,6.0,Não Informado,Para Viagem,
TXN_1434857,Bolo,5.0,3.0,15.0,Não Informado,Na Loja,2023-01-13
TXN_1700374,Sanduíche,5.0,4.0,20.0,Não Informado,Na Loja,2023-08-11
TXN_8383484,Não Informado,2.0,3.0,6.0,Não Informado,Não Informado,2023-12-20
TXN_1261028,Suco,3.0,3.0,9.0,Não Informado,Na Loja,2023-10-27
TXN_1478016,Não Informado,4.0,1.0,4.0,Não Informado,Na Loja,2023-08-04
TXN_5321145,Sanduíche,5.0,4.0,20.0,Carteira Digital,Para Viagem,2023-08-29
TXN_3884995,Suco,5.0,3.0,15.0,Dinheiro,Na Loja,2023-12-25
TXN_4178488,Sanduíche,3.0,4.0,12.0,Dinheiro,Na Loja,2023-05-08
TXN_4826214,Não Informado,3.0,2.0,6.0,Carteira Digital,Para Viagem,2023-11-23
TXN_2579157,Sanduíche,1.0,4.0,4.0,Não Informado,Não Informado,2023-09-27
TXN_3597806,Biscoito,3.0,1.0,3.0,Cartão de Crédito,Não Informado,2023-12-11
TXN_7897119,Suco,4.0,3.0,12.0,Não Informado,Na Loja,2023-05-27
TXN_2245037,Café,2.0,2.0,4.0,Não Informado,Não Informado,2023-10-18
TXN_4833378,Bolo,5.0,3.0,15.0,Carteira Digital,Não Informado,2023-10-15
TXN_7055306,Salada,1.0,5.0,5.0,Não Informado,Para Viagem,2023-03-09
TXN_9135433,Biscoito,4.0,1.0,4.0,Não Informado,Na Loja,2023-12-18
TXN_1715684,Vitamina,1.0,4.0,4.0,Não Informado,Na Loja,2023-07-13
TXN_9073440,Sanduíche,2.0,4.0,8.0,Cartão de Crédito,Para Viagem,2023-08-28
TXN_4089355,Salada,2.0,5.0,10.0,Cartão de Crédito,Para Viagem,2023-02-18
TXN_3834078,Suco,1.0,3.0,3.0,Não Informado,Na Loja,2023-01-29
TXN_5048650,Vitamina,2.0,4.0,8.0,Dinheiro,Para Viagem,2023-11-18
TXN_1882700,Chá,3.0,1.5,4.5,Carteira Digital,Na Loja,2023-04-18
TXN_2112911,Salada,3.0,5.0,15.0,Carteira Digital,Para Viagem,2023-09-18
TXN_7568316,Bolo,2.0,3.0,6.0,Cartão de Crédito,Não Informado,2023-11-28
TXN_3642982,Café,5.0,2.0,10.0,Dinheiro,Não Informado,2023-10-04
TXN_4475094,Sanduíche,3.0,4.0,12.0,Não Informado,Não Informado,2023-08-12
TXN_6768812,Café,4.0,2.0,8.0,Não Informado,Não Informado,2023-03-30
TXN_1419669,Bolo,5.0,3.0,15.0,Dinheiro,Para Viagem,2023-03-07
TXN_9810604,Bolo,2.0,3.0,6.0,Não Informado,Para Viagem,2023-04-02
TXN_4791243,Biscoito,5.0,1.0,5.0,Não Informado,Para Viagem,2023-05-12
TXN_5665311,Não Informado,2.0,1.0,2.0,Cartão de Crédito,Na Loja,2023-05-17
TXN_7920897,Salada,2.0,5.0,10.0,Não Informado,Na Loja,2023-07-29
TXN_7515272,Não Informado,1.0,3.0,3.0,Não Informado,Não Informado,2023-08-12
TXN_5453836,Vitamina,2.0,4.0,8.0,Cartão de Crédito,Na Loja,2023-05-29
TXN_5578796,Chá,4.0,1.5,6.0,Não Informado,Na Loja,2023-04-27
TXN_8620592,Vitamina,2.0,4.0,8.0,Não Informado,Na Loja,2023-07-14
TXN_7402846,Suco,2.0,3.0,6.0,Cartão de Crédito,Para Viagem,2023-10-11
TXN_9487214,Café,5.0,2.0,10.0,Não Informado,Não Informado,2023-03-25
TXN_2274702,Biscoito,5.0,1.0,5.0,Cartão de Crédito,Na Loja,2023-12-11
TXN_2701016,Bolo,5.0,3.0,15.0,Carteira Digital,Não Informado,2023-03-06
TXN_8809853,Café,1.0,2.0,2.0,Carteira Digital,Para Viagem,2023-10-29
TXN_7683607,Bolo,1.0,3.0,3.0,Dinheiro,Não Informado,2023-03-17
TXN_2402928,Café,4.0,2.0,8.0,Dinheiro,Não Informado,2023-10-20
TXN_6516391,Bolo,2.0,3.0,6.0,Carteira Digital,Não Informado,2023-06-16
TXN_9685326,Vitamina,3.0,4.0,12.0,Carteira Digital,Para Viagem,2023-04-07
TXN_6181456,Não Informado,1.0,1.0,1.0,Não Informado,Para Viagem,2023-05-08
TXN_9858627,Suco,4.0,3.0,12.0,Não Informado,Não Informado,2023-01-22
TXN_9923613,Sanduíche,4.0,4.0,16.0,Não Informado,Na Loja,2023-11-08
TXN_7656770,Café,1.0,2.0,2.0,Cartão de Crédito,Não Informado,2023-12-24
TXN_4092551,Suco,5.0,3.0,15.0,Cartão de Crédito,Para Viagem,2023-10-11
TXN_9894204,Não Informado,2.0,2.0,4.0,Dinheiro,Para Viagem,2023-08-08
TXN_7241288,Sanduíche,5.0,4.0,20.0,Dinheiro,Para Viagem,2023-04-11
TXN_9833195,Café,2.0,2.0,4.0,Não Informado,Para Viagem,2023-03-03
TXN_9153854,Sanduíche,2.0,4.0,8.0,Não Informado,Na Loja,2023-04-04
TXN_1436851,Sanduíche,5.0,4.0,20.0,Dinheiro,Para Viagem,2023-07-28
TXN_8598575,Sanduíche,4.0,4.0,16.0,Carteira Digital,Não Informado,2023-11-14
TXN_1417871,Salada,3.0,5.0,15.0,Dinheiro,Para Viagem,2023-03-12
TXN_7844352,Não Informado,2.0,3.0,6.0,Cartão de Crédito,Não Informado,2023-07-26
TXN_2339781,Vitamina,2.0,4.0,8.0,Não Informado,Na Loja,2023-01-02
TXN_6674257,Sanduíche,3.0,4.0,12.0,Dinheiro,Para Viagem,2023-07-20
TXN_2649010,Chá,4.0,1.5,6.0,Dinheiro,Para Viagem,2023-08-01
TXN_1339158,Salada,4.0,5.0,20.0,Dinheiro,Não Informado,
TXN_7948933,Sanduíche,3.0,4.0,12.0,Dinheiro,Não Informado,
TXN_4965631,Vitamina,3.0,4.0,12.0,Cartão de Crédito,Não Informado,2023-01-27
TXN_9254064,Café,2.0,2.0,4.0,Dinheiro,Para Viagem,2023-12-10
TXN_4554168,Chá,4.0,1.5,6.0,Carteira Digital,Na Loja,2023-04-08
TXN_6536418,Salada,5.0,5.0,25.0,Cartão de Crédito,Na Loja,2023-02-11
TXN_9024186,Suco,2.0,3.0,6.0,Dinheiro,Para Viagem,2023-12-17
TXN_4580084,Sanduíche,5.0,4.0,20.0,Cartão de Crédito,Para Viagem,2023-12-17
TXN_3996874,Chá,4.0,1.5,6.0,Carteira Digital,Não Informado,2023-05-18
TXN_7106595,Não Informado,2.0,1.5,3.0,Cartão de Crédito,Para Viagem,2023-06-19
TXN_5439860,Chá,1.0,1.5,1.5,Carteira Digital,Na Loja,2023-04-18
TXN_3216618,Salada,4.0,5.0,20.0,Cartão de Crédito,Na Loja,2023-12-30
TXN_8360779,Biscoito,4.0,1.0,4.0,Cartão de Crédito,Na Loja,2023-10-25
TXN_3700419,Biscoito,4.0,1.0,4.0,Não Informado,Não Informado,2023-01-09
TXN_6369590,Salada,5.0,5.0,25.0,Carteira Digital,Para Viagem,2023-10-26
TXN_5039782,Chá,3.0,1.5,4.5,Cartão de Crédito,Para Viagem,2023-06-21
TXN_7047860,Café,2.0,2.0,4.0,Não Informado,Para Viagem,2023-06-18
TXN_2985748,Café,3.0,2.0,6.0,Não Informado,Para Viagem,2023-12-19
TXN_8616557,Sanduíche,5.0,4.0,20.0,Não Informado,Na Loja,2023-08-28
TXN_3171673,Vitamina,2.0,4.0,8.0,Carteira Digital,Para Viagem,2023-12-07
TXN_4827637,Vitamina,4.0,4.0,16.0,Dinheiro,Na Loja,2023-04-28
TXN_1170198,Chá,4.0,1.5,6.0,Cartão de Crédito,Na Loja,2023-02-09
TXN_8166527,Salada,2.0,5.0,10.0,Dinheiro,Na Loja,2023-05-24
TXN_3097593,Vitamina,2.0,4.0,8.0,Cartão de Crédito,Na Loja,2023-06-18
TXN_2981117,Não Informado,1.0,3.0,3.0,Não Informado,Na Loja,2023-10-02
TXN_3431526,Biscoito,3.0,1.0,3.0,Cartão de Crédito,Para Viagem,2023-12-27
TXN_1817076,Não Informado,3.0,3.0,9.0,Dinheiro,Na Loja,2023-05-31
TXN_1489218,Salada,2.0,5.0,10.0,Carteira Digital,Não Informado,2023-09-13
TXN_1936644,Suco,3.0,3.0,9.0,Carteira Digital,Não Informado,2023-01-28
TXN_4293694,Vitamina,5.0,4.0,20.0,Dinheiro,Não Informado,2023-08-03
TXN_9469529,Café,2.0,2.0,4.0,Não Informado,Não Informado,2023-08-09
TXN_2946861,Não Informado,3.0,3.0,9.0,Não Informado,Não Informado,2023-03-28
TXN_7919609,Sanduíche,3.0,4.0,12.0,Não Informado,Na Loja,2023-01-31
TXN_7692019,Suco,3.0,3.0,9.0,Não Informado,Na Loja,2023-10-14
TXN_7677750,Chá,2.0,1.5,3.0,Dinheiro,Para Viagem,2023-12-24
TXN_9799633,Suco,4.0,3.0,12.0,Dinheiro,Na Loja,2023-11-07
TXN_4252036,Sanduíche,2.0,4.0,8.0,Dinheiro,Para Viagem,2023-01-22
TXN_6637989,Vitamina,1.0,4.0,4.0,Dinheiro,Não Informado,2023-11-09
TXN_2860514,Biscoito,5.0,1.0,5.0,Cartão de Crédito,Não Informado,2023-09-01
TXN_4143449,Vitamina,3.0,4.0,12.0,Carteira Digital,Não Informado,2023-08-23
TXN_1499208,Não Informado,1.0,4.0,4.0,Dinheiro,Para Viagem,2023-11-01
TXN_1960599,Bolo,4.0,3.0,12.0,Dinheiro,Não Informado,2023-01-06
TXN_1184377,Suco,1.0,3.0,3.0,Dinheiro,Não Informado,2023-10-25
TXN_6995795,Salada,4.0,5.0,20.0,Não Informado,Na Loja,2023-11-28
TXN_7805508,Vitamina,5.0,4.0,20.0,Não Informado,Na Loja,2023-07-10
TXN_6193929,Suco,5.0,3.0,15.0,Não Informado,Para Viagem,2023-06-20
TXN_1942950,Sanduíche,4.0,4.0,16.0,Não Informado,Para Viagem,2023-03-25
TXN_9759221,Café,3.0,2.0,6.0,Dinheiro,Para Viagem,2023-06-23
TXN_1205522,Bolo,5.0,3.0,15.0,Não Informado,Na Loja,2023-12-26
TXN_7792223,Vitamina,3.0,4.0,12.0,Cartão de Crédito,Não Informado,2023-07-21
TXN_7205370,Vitamina,4.0,4.0,16.0,Dinheiro,Não Informado,2023-12-07
TXN_9992148,Chá,3.0,1.5,4.5,Dinheiro,Para Viagem,2023-01-14
TXN_6305420,Biscoito,3.0,1.0,3.0,Não Informado,Na Loja,2023-06-17
TXN_9982090,Chá,5.0,1.5,7.5,Carteira Digital,Na Loja,2023-06-03
TXN_6507690,Suco,1.0,3.0,3.0,Carteira Digital,Na Loja,2023-01-30
TXN_8487057,Vitamina,5.0,4.0,20.0,Não Informado,Para Viagem,2023-06-01
TXN_6646382,Chá,4.0,1.5,6.0,Não Informado,Não Informado,2023-09-16
TXN_5255092,Sanduíche,1.0,4.0,4.0,Não Informado,Para Viagem,2023-10-08
TXN_8402941,Bolo,5.0,3.0,15.0,Cartão de Crédito,Na Loja,2023-11-26
TXN_4265056,Suco,1.0,3.0,3.0,Dinheiro,Não Informado,2023-07-16
TXN_4605871,Biscoito,1.0,1.0,1.0,Não Informado,Não Informado,2023-06-20
TXN_7976001,Suco,4.0,3.0,12.0,Cartão de Crédito,Na Loja,2023-06-27
TXN_4969003,Biscoito,1.0,1.0,1.0,Carteira Digital,Na Loja,2023-04-19
TXN_3629728,Vitamina,1.0,4.0,4.0,Carteira Digital,Para Viagem,2023-03-11
TXN_7027319,Vitamina,3.0,4.0,12.0,Cartão de Crédito,Para Viagem,2023-02-25
TXN_1907428,Suco,4.0,3.0,12.0,Cartão de Crédito,Na Loja,2023-06-06
TXN_6594753,Suco,3.0,3.0,9.0,Não Informado,Não Informado,2023-03-16
TXN_8554646,Café,2.0,2.0,4.0,Dinheiro,Não Informado,2023-01-10
TXN_5860664,Suco,5.0,3.0,15.0,Carteira Digital,Não Informado,2023-06-06
TXN_3586768,Café,2.0,2.0,4.0,Não Informado,Na Loja,2023-05-23
TXN_5765294,Biscoito,4.0,1.0,4.0,Carteira Digital,Na Loja,2023-11-14
TXN_4966149,Suco,2.0,3.0,6.0,Dinheiro,Não Informado,2023-04-10
TXN_3652726,Sanduíche,3.0,4.0,12.0,Não Informado,Na Loja,2023-08-03
TXN_2273573,Biscoito,5.0,1.0,5.0,Dinheiro,Na Loja,2023-11-12
TXN_7924516,Biscoito,1.0,1.0,1.0,Cartão de Crédito,Não Informado,2023-04-23
TXN_2083132,Salada,1.0,5.0,5.0,Não Informado,Não Informado,2023-08-31
TXN_8837131,Não Informado,3.0,4.0,12.0,Carteira Digital,Na Loja,2023-12-23
TXN_2659832,Sanduíche,3.0,4.0,12.0,Cartão de Crédito,Não Informado,2023-12-05
TXN_5049646,Suco,2.0,3.0,6.0,Cartão de Crédito,Na Loja,2023-08-30
TXN_9182359,Salada,3.0,5.0,15.0,Não Informado,Na Loja,
TXN_7401217,Salada,4.0,5.0,20.0,Não Informado,Não Informado,2023-02-06
TXN_6853142,Vitamina,3.0,4.0,12.0,Dinheiro,Não Informado,2023-07-21
TXN_4031726,Bolo,4.0,3.0,12.0,Cartão de Crédito,Para Viagem,2023-11-22
TXN_9512112,Café,4.0,2.0,8.0,Dinheiro,Para Viagem,2023-05-25
TXN_9428611,Salada,4.0,5.0,20.0,Carteira Digital,Não Informado,2023-07-13
TXN_1472433,Não Informado,1.0,2.0,2.0,Carteira Digital,Para Viagem,2023-04-05
TXN_5235471,Bolo,5.0,3.0,15.0,Não Informado,Na Loja,
TXN_5483635,Suco,3.0,3.0,9.0,Cartão de Crédito,Na Loja,2023-03-23
TXN_1848481,Biscoito,4.0,1.0,4.0,Cartão de Crédito,Não Informado,
TXN_3478169,Suco,2.0,3.0,6.0,Dinheiro,Na Loja,2023-02-03
TXN_3842766,Chá,3.0,1.5,4.5,Cartão de Crédito,Na Loja,2023-03-24
TXN_7805115,Vitamina,2.0,4.0,8.0,Não Informado,Não Informado,2023-12-18
TXN_7565447,Salada,1.0,5.0,5.0,Não Informado,Não Informado,2023-02-15
TXN_8225343,Vitamina,1.0,4.0,4.0,Dinheiro,Não Informado,2023-05-10
TXN_3822036,Vitamina,3.0,4.0,12.0,Cartão de Crédito,Para Viagem,2023-05-07
TXN_3019996,Sanduíche,2.0,4.0,8.0,Dinheiro,Não Informado,2023-06-27
TXN_8397209,Não Informado,3.0,1.5,4.5,Dinheiro,Na Loja,2023-10-12
TXN_5634977,Café,5.0,2.0,10.0,Não Informado,Na Loja,2023-03-06
TXN_8165784,Bolo,5.0,3.0,15.0,Carteira Digital,Não Informado,2023-10-15
TXN_3619141,Biscoito,4.0,1.0,4.0,Carteira Digital,Na Loja,2023-09-30
TXN_7160017,Suco,1.0,3.0,3.0,Dinheiro,Na Loja,2023-09-27
TXN_9513509,Sanduíche,1.0,4.0,4.0,Cartão de Crédito,Não Informado,2023-04-27
TXN_5919038,Biscoito,1.0,1.0,1.0,Cartão de Crédito,Na Loja,2023-12-15
TXN_8384229,Chá,4.0,1.5,6.0,Carteira Digital,Não Informado,2023-01-08
TXN_9011816,Bolo,1.0,3.0,3.0,Não Informado,Para Viagem,2023-04-02
TXN_2916992,Salada,2.0,5.0,10.0,Dinheiro,Para Viagem,2023-08-20
TXN_4350788,Chá,3.0,1.5,4.5,Não Informado,Na Loja,2023-06-28
TXN_3132488,Sanduíche,4.0,4.0,16.0,Cartão de Crédito,Para Viagem,2023-09-12
TXN_9126573,Salada,4.0,5.0,20.0,Carteira Digital,Não Informado,2023-06-17
TXN_5347338,Bolo,4.0,3.0,12.0,Carteira Digital,Para Viagem,2023-07-04
TXN_9455737,Não Informado,3.0,5.0,15.0,Não Informado,Não Informado,
TXN_2930963,Não Informado,2.0,4.0,8.0,Carteira Digital,Na Loja,2023-02-09
TXN_7997252,Não Informado,3.0,3.0,9.0,Cartão de Crédito,Não Informado,2023-05-28
TXN_1907740,Sanduíche,1.0,4.0,4.0,Dinheiro,Não Informado,2023-03-17
TXN_3654670,Suco,1.0,3.0,3.0,Cartão de Crédito,Para Viagem,2023-06-14
TXN_1432682,Chá,1.0,1.5,1.5,Não Informado,Não Informado,2023-07-11
TXN_3938271,Salada,3.0,5.0,15.0,Não Informado,Na Loja,2023-01-12
TXN_7619641,Suco,3.0,3.0,9.0,Não Informado,Na Loja,2023-04-02
TXN_1870423,Salada,2.0,5.0,10.0,Cartão de Crédito,Para Viagem,2023-04-12
TXN_1006942,Salada,1.0,5.0,5.0,Cartão de Crédito,Na Loja,2023-11-30
TXN_2282319,Suco,2.0,3.0,6.0,Dinheiro,Na Loja,2023-08-14
TXN_6812735,Chá,5.0,1.5,7.5,Não Informado,Não Informado,2023-04-21
TXN_6922833,Chá,1.0,1.5,1.5,Não Informado,Para Viagem,2023-11-17
TXN_1026799,Bolo,5.0,3.0,15.0,Cartão de Crédito,Não Informado,
TXN_5783469,Salada,3.0,5.0,15.0,Não Informado,Não Informado,2023-06-14
TXN_8489120,Biscoito,2.0,1.0,2.0,Cartão de Crédito,Não Informado,2023-11-07
TXN_6200609,Salada,5.0,5.0,25.0,Carteira Digital,Para Viagem,2023-04-12
TXN_8194534,Café,2.0,2.0,4.0,Dinheiro,Não Informado,2023-05-19
TXN_7238674,Biscoito,1.0,1.0,1.0,Não Informado,Não Informado,2023-11-03
TXN_6968752,Chá,1.0,1.5,1.5,Não Informado,Não Informado,2023-04-07
TXN_2582926,Vitamina,4.0,4.0,16.0,Não Informado,Não Informado,
TXN_1346953,Chá,3.0,1.5,4.5,Não Informado,Na Loja,2023-09-24
TXN_8742689,Chá,5.0,1.5,7.5,Carteira Digital,Para Viagem,2023-01-05
TXN_2144031,Suco,1.0,3.0,3.0,Não Informado,Não Informado,2023-02-25
TXN_1996466,Vitamina,1.0,4.0,4.0,Carteira Digital,Não Informado,2023-04-24
TXN_1124796,Não Informado,5.0,1.5,7.5,Cartão de Crédito,Não Informado,2023-10-28
TXN_7124156,Salada,1.0,5.0,5.0,Cartão de Crédito,Para Viagem,2023-07-28
TXN_3150614,Sanduíche,1.0,4.0,4.0,Dinheiro,Para Viagem,2023-08-06
TXN_5263693,Suco,1.0,3.0,3.0,Carteira Digital,Para Viagem,2023-01-20
TXN_1785644,Não Informado,5.0,1.5,7.5,Não Informado,Não Informado,2023-08-13
TXN_1702437,Vitamina,4.0,4.0,16.0,Cartão de Crédito,Para Viagem,2023-06-27
TXN_6500713,Biscoito,3.0,1.0,3.0,Não Informado,Na Loja,2023-04-30
TXN_8725721,Sanduíche,1.0,4.0,4.0,Dinheiro,Não Informado,2023-06-04
TXN_8965025,Salada,1.0,5.0,5.0,Dinheiro,Na Loja,2023-04-14
TXN_8491490,Café,2.0,2.0,4.0,Não Informado,Na Loja,2023-01-16
TXN_4328869,Sanduíche,2.0,4.0,8.0,Dinheiro,Não Informado,2023-05-02
TXN_3849711,Vitamina,5.0,4.0,20.0,Dinheiro,Não Informado,2023-08-14
TXN_1334406,Suco,1.0,3.0,3.0,Carteira Digital,Na Loja,2023-09-26
TXN_1556708,Vitamina,1.0,4.0,4.0,Carteira Digital,Para Viagem,2023-06-11
TXN_8422494,Salada,4.0,5.0,20.0,Dinheiro,Na Loja,2023-06-08
TXN_3427754,Vitamina,2.0,4.0,8.0,Carteira Digital,Para Viagem,2023-08-06
TXN_3512545,Biscoito,4.0,1.0,4.0,Cartão de Crédito,Na Loja,2023-08-08
TXN_7703185,Bolo,1.0,3.0,3.0,Carteira Digital,Para Viagem,2023-12-10
TXN_8455321,Vitamina,3.0,4.0,12.0,Não Informado,Na Loja,2023-01-25
TXN_9904505,Vitamina,2.0,4.0,8.0,Carteira Digital,Não Informado,2023-06-07
TXN_5020643,Chá,3.0,1.5,4.5,Carteira Digital,Na Loja,2023-10-19
TXN_8170122,Biscoito,5.0,1.0,5.0,Carteira Digital,Na Loja,2023-03-20
TXN_5067216,Não Informado,4.0,5.0,20.0,Não Informado,Para Viagem,2023-07-24
TXN_3930540,Vitamina,3.0,4.0,12.0,Dinheiro,Não Informado,2023-03-24
TXN_4663537,Café,5.0,2.0,10.0,Cartão de Crédito,Não Informado,2023-10-22
TXN_5392630,Suco,5.0,3.0,15.0,Dinheiro,Para Viagem,2023-11-23
TXN_9480851,Bolo,3.0,3.0,9.0,Não Informado,Na Loja,2023-03-21
TXN_5927620,Vitamina,1.0,4.0,4.0,Cartão de Crédito,Não Informado,2023-05-04
TXN_1561430,Chá,2.0,1.5,3.0,Não Informado,Para Viagem,2023-10-13
TXN_1133945,Vitamina,2.0,4.0,8.0,Carteira Digital,Na Loja,2023-10-23
TXN_5467240,Vitamina,5.0,4.0,20.0,Carteira Digital,Não Informado,2023-10-20
TXN_3210288,Salada,3.0,5.0,15.0,Não Informado,Para Viagem,2023-04-30
TXN_1586452,Salada,2.0,5.0,10.0,Dinheiro,Na Loja,2023-02-01
TXN_9814929,Bolo,3.0,3.0,9.0,Carteira Digital,Na Loja,2023-10-01
TXN_8961480,Chá,4.0,1.5,6.0,Dinheiro,Não Informado,2023-02-18
TXN_1826919,Suco,4.0,3.0,12.0,Cartão de Crédito,Na Loja,2023-02-21
TXN_3135048,Salada,1.0,5.0,5.0,Cartão de Crédito,Para Viagem,2023-02-03
TXN_3105263,Não Informado,4.0,4.0,16.0,Cartão de Crédito,Para Viagem,2023-11-25
TXN_4504141,Sanduíche,5.0,4.0,20.0,Cartão de Crédito,Não Informado,2023-09-28
TXN_7408461,Suco,3.0,3.0,9.0,Não Informado,Na Loja,2023-11-05
TXN_8108115,Café,3.0,2.0,6.0,Não Informado,Na Loja,2023-08-24
TXN_6655437,Suco,1.0,3.0,3.0,Não Informado,Não Informado,2023-07-07
TXN_9120328,Chá,5.0,1.5,7.5,Cartão de Crédito,Para Viagem,2023-10-22
TXN_3906862,Bolo,5.0,3.0,15.0,Dinheiro,Não Informado,2023-08-14
TXN_8468071,Biscoito,4.0,1.0,4.0,Não Informado,Não Informado,2023-08-22
TXN_7543921,Café,3.0,2.0,6.0,Dinheiro,Na Loja,2023-12-06
TXN_8714536,Não Informado,4.0,4.0,16.0,Carteira Digital,Para Viagem,2023-05-06
TXN_3282601,Não Informado,2.0,3.0,6.0,Carteira Digital,Na Loja,2023-02-03
TXN_4569599,Não Informado,2.0,1.5,3.0,Dinheiro,Não Informado,2023-02-07
TXN_2970011,Café,4.0,2.0,8.0,Cartão de Crédito,Para Viagem,2023-06-04
TXN_5556328,Chá,5.0,1.5,7.5,Carteira Digital,Na Loja,2023-12-10
TXN_8786159,Café,3.0,2.0,6.0,Dinheiro,Na Loja,2023-04-05
TXN_2467699,Chá,1.0,1.5,1.5,Dinheiro,Não Informado,2023-06-17
TXN_3085628,Salada,1.0,5.0,5.0,Dinheiro,Não Informado,2023-08-26
TXN_7952153,Vitamina,2.0,4.0,8.0,Carteira Digital,Não Informado,2023-07-24
TXN_4439321,Café,3.0,2.0,6.0,Dinheiro,Na Loja,2023-04-25
TXN_1488127,Chá,5.0,1.5,7.5,Não Informado,Para Viagem,2023-12-12
TXN_6687734,Bolo,1.0,3.0,3.0,Não Informado,Na Loja,2023-03-14
TXN_7323885,Sanduíche,5.0,4.0,20.0,Dinheiro,Na Loja,2023-09-15
TXN_7894558,Café,2.0,2.0,4.0,Não Informado,Não Informado,2023-01-04
TXN_4019040,Chá,1.0,1.5,1.5,Dinheiro,Na Loja,2023-02-01
TXN_1570573,Sanduíche,3.0,4.0,12.0,Carteira Digital,Para Viagem,2023-04-09
TXN_5991995,Bolo,1.0,3.0,3.0,Carteira Digital,Na Loja,2023-01-08
TXN_2437586,Sanduíche,4.0,4.0,16.0,Dinheiro,Não Informado,2023-08-29
TXN_7326827,Vitamina,1.0,4.0,4.0,Não Informado,Na Loja,2023-06-30
TXN_6004431,Sanduíche,2.0,4.0,8.0,Dinheiro,Para Viagem,2023-04-07
TXN_7475500,Biscoito,2.0,1.0,2.0,Dinheiro,Não Informado,2023-11-22
TXN_8122317,Café,3.0,2.0,6.0,Dinheiro,Para Viagem,2023-10-16
TXN_2028930,Biscoito,2.0,1.0,2.0,Carteira Digital,Não Informado,2023-11-25
TXN_3394874,Café,4.0,2.0,8.0,Cartão de Crédito,Para Viagem,2023-06-18
TXN_5804346,Chá,1.0,1.5,1.5,Cartão de Crédito,Não Informado,2023-07-05
TXN_5926025,Não Informado,2.0,4.0,8.0,Carteira Digital,Não Informado,2023-07-29
TXN_2220389,Salada,4.0,5.0,20.0,Cartão de Crédito,Não Informado,2023-07-26
TXN_9603773,Biscoito,2.0,1.0,2.0,Cartão de Crédito,Não Informado,2023-10-10
TXN_1285279,Café,2.0,2.0,4.0,Dinheiro,Para Viagem,2023-04-09
TXN_5244558,Vitamina,4.0,4.0,16.0,Carteira Digital,Não Informado,2023-06-06
TXN_1702434,Vitamina,3.0,4.0,12.0,Carteira Digital,Não Informado,2023-07-22
TXN_2425755,Vitamina,1.0,4.0,4.0,Não Informado,Para Viagem,2023-09-14
TXN_5350200,Não Informado,1.0,4.0,4.0,Dinheiro,Na Loja,2023-12-02
TXN_7151817,Sanduíche,1.0,4.0,4.0,Dinheiro,Na Loja,2023-05-18
TXN_7514589,Suco,3.0,3.0,9.0,Dinheiro,Para Viagem,2023-07-25
TXN_5962237,Suco,1.0,3.0,3.0,Não Informado,Para Viagem,2023-10-31
TXN_9059245,Não Informado,1.0,4.0,4.0,Dinheiro,Não Informado,2023-07-11
TXN_2188356,Chá,1.0,1.5,1.5,Não Informado,Na Loja,2023-07-14
TXN_8019335,Vitamina,3.0,4.0,12.0,Carteira Digital,Para Viagem,2023-11-26
TXN_5921650,Salada,4.0,5.0,20.0,Não Informado,Na Loja,2023-10-13
TXN_5248011,Bolo,2.0,3.0,6.0,Não Informado,Na Loja,2023-01-21
TXN_7332957,Sanduíche,5.0,4.0,20.0,Carteira Digital,Não Informado,2023-07-26
TXN_1278539,Chá,1.0,1.5,1.5,Cartão de Crédito,Para Viagem,2023-04-04
TXN_1186221,Salada,4.0,5.0,20.0,Dinheiro,Para Viagem,2023-04-21
TXN_3086676,Bolo,2.0,3.0,6.0,Dinheiro,Não Informado,2023-07-21
TXN_9696138,Suco,3.0,3.0,9.0,Não Informado,Não Informado,2023-12-01
TXN_1846455,Sanduíche,4.0,4.0,16.0,Não Informado,Não Informado,2023-03-16
TXN_1548245,Não Informado,4.0,4.0,16.0,Cartão de Crédito,Não Informado,2023-03-15
TXN_1839407,Biscoito,3.0,1.0,3.0,Dinheiro,Não Informado,2023-03-15
TXN_9028798,Bolo,2.0,3.0,6.0,Dinheiro,Na Loja,2023-05-25
TXN_4672332,Bolo,4.0,3.0,12.0,Dinheiro,Na Loja,2023-03-29
TXN_2726078,Café,3.0,2.0,6.0,Carteira Digital,Não Informado,2023-11-27
TXN_5249091,Vitamina,5.0,4.0,20.0,Cartão de Crédito,Na Loja,2023-08-15
TXN_9507397,Biscoito,3.0,1.0,3.0,Cartão de Crédito,Para Viagem,2023-10-26
TXN_6948649,Não Informado,5.0,1.5,7.5,Dinheiro,Na Loja,2023-11-27
TXN_3300171,Biscoito,5.0,1.0,5.0,Cartão de Crédito,Na Loja,2023-02-14
TXN_2773085,Café,1.0,2.0,2.0,Não Informado,Não Informado,2023-10-16
